ref_no,pmid,doi,year,topic,section,subtopic,n_citations,ms_pages,citation,url,claim
627,12637459,,2003,"systemic therapy, advanced/metastatic","Recurrent/Stage IV Breast Cancer > Endocrine-based Therapy for HR-Positive, HER2-Postive Breast Cancer > Chemotherapy for HR-Positive or -Negative and HER2-Negative Breast Cancer > Chemotherapy Regimens Useful in Certain Circumstances",,2,209,"Nabholtz JM, Falkson C, Campos D, et al. Docetaxel and doxorubicin compared with doxorubicin and cyclophosphamide as first- line chemotherapy for metastatic breast cancer: results of a randomized, multicenter, phase III trial. J Clin Oncol 2003;21:968-975.",http://www.ncbi.nlm.nih.gov/pubmed/12637459,The combination regimen options include doxorubicin/cyclophosphamide (AC)
628,16293863,,2005,"systemic therapy, advanced/metastatic","Recurrent/Stage IV Breast Cancer > Endocrine-based Therapy for HR-Positive, HER2-Postive Breast Cancer > Chemotherapy for HR-Positive or -Negative and HER2-Negative Breast Cancer > Chemotherapy Regimens Useful in Certain Circumstances",,2,209,"Langley RE, Carmichael J, Jones AL, et al. Phase III trial of epirubicin plus paclitaxel compared with epirubicin plus cyclophosphamide as first-line chemotherapy for metastatic breast cancer: United Kingdom National Cancer Research Institute trial AB01. J Clin Oncol 2005;23:8322-8330.",http://www.ncbi.nlm.nih.gov/pubmed/16293863,The combination regimen options include doxorubicin/cyclophosphamide (AC) ; epirubicin/cyclophosphamide (EC)
629,12065558,,2002,"systemic therapy, advanced/metastatic","Recurrent/Stage IV Breast Cancer > Endocrine-based Therapy for HR-Positive, HER2-Postive Breast Cancer > Chemotherapy for HR-Positive or -Negative and HER2-Negative Breast Cancer > Chemotherapy Regimens Useful in Certain Circumstances",,2,209,"O'Shaughnessy J, Miles D, Vukelja S, et al. Superior survival with capecitabine plus docetaxel combination therapy in anthracycline- pretreated patients with advanced breast cancer: phase III trial results. J Clin Oncol 2002;20:2812-2823.",https://www.ncbi.nlm.nih.gov/pubmed/12065558,The combination regimen options include doxorubicin/cyclophosphamide (AC) ; epirubicin/cyclophosphamide (EC) ; docetaxel/capecitabine
630,18711184,,2008,"systemic therapy, advanced/metastatic","Recurrent/Stage IV Breast Cancer > Endocrine-based Therapy for HR-Positive, HER2-Postive Breast Cancer > Chemotherapy for HR-Positive or -Negative and HER2-Negative Breast Cancer > Chemotherapy Regimens Useful in Certain Circumstances",,1,209,"Albain KS, Nag SM, Calderillo-Ruiz G, et al. Gemcitabine plus paclitaxel versus paclitaxel monotherapy in patients with metastatic breast cancer and prior anthracycline treatment. J Clin Oncol 2008;26:3950-3957.",http://www.ncbi.nlm.nih.gov/pubmed/18711184,The combination regimen options include doxorubicin/cyclophosphamide (AC) ; epirubicin/cyclophosphamide (EC) ; docetaxel/capecitabine ; gemcitabine/paclitaxel (GT)
631,22025143,,2011,"systemic therapy, advanced/metastatic","Recurrent/Stage IV Breast Cancer > Endocrine-based Therapy for HR-Positive, HER2-Postive Breast Cancer > Chemotherapy for HR-Positive or -Negative and HER2-Negative Breast Cancer > Chemotherapy Regimens Useful in Certain Circumstances",,2,"209,210","Stockler MR, Harvey VJ, Francis PA, et al. Capecitabine versus classical cyclophosphamide, methotrexate, and fluorouracil as first-line chemotherapy for advanced breast cancer. J Clin Oncol 2011;29:4498- 4504.",https://www.ncbi.nlm.nih.gov/pubmed/22025143,The combination regimen options include doxorubicin/cyclophosphamide (AC) ; epirubicin/cyclophosphamide (EC) ; docetaxel/capecitabine ; gemcitabine/paclitaxel (GT) ; cyclophosphamide/methotrexate/fluorouracil (CMF)
632,25349301,,2014,"systemic therapy, advanced/metastatic","Recurrent/Stage IV Breast Cancer > Endocrine-based Therapy for HR-Positive, HER2-Postive Breast Cancer > Chemotherapy for HR-Positive or -Negative and HER2-Negative Breast Cancer > Chemotherapy Regimens Useful in Certain Circumstances",,1,209,"O'Shaughnessy J, Schwartzberg L, Danso MA, et al. Phase III study of iniparib plus gemcitabine and carboplatin versus gemcitabine and carboplatin in patients with metastatic triple-negative breast cancer. J Clin Oncol 2014;32:3840-3847.",http://www.ncbi.nlm.nih.gov/pubmed/25349301,The combination regimen options include doxorubicin/cyclophosphamide (AC) ; epirubicin/cyclophosphamide (EC) ; docetaxel/capecitabine ; gemcitabine/paclitaxel (GT) ; cyclophosphamide/methotrexate/fluorouracil (CMF) }; gemcitabine/ carboplatin
633,26673577,,2015,"systemic therapy, advanced/metastatic","Recurrent/Stage IV Breast Cancer > Endocrine-based Therapy for HR-Positive, HER2-Postive Breast Cancer > Chemotherapy for HR-Positive or -Negative and HER2-Negative Breast Cancer > Chemotherapy Regimens Useful in Certain Circumstances",,1,209,"Yardley DA, Brufsky A, Coleman RE, et al. Phase II/III weekly nab- paclitaxel plus gemcitabine or carboplatin versus gemcitabine/carboplatin as first-line treatment of patients with metastatic triple-negative breast cancer (the tnAcity study): study protocol for a randomized controlled trial. Trials 2015;16:575.",https://www.ncbi.nlm.nih.gov/pubmed/26673577,The combination regimen options include doxorubicin/cyclophosphamide (AC) ; epirubicin/cyclophosphamide (EC) ; docetaxel/capecitabine ; gemcitabine/paclitaxel (GT) ; cyclophosphamide/methotrexate/fluorouracil (CMF) }; gemcitabine/ carboplatin
634,22350024,,2013,"systemic therapy, advanced/metastatic","Recurrent/Stage IV Breast Cancer > Endocrine-based Therapy for HR-Positive, HER2-Postive Breast Cancer > Chemotherapy for HR-Positive or -Negative and HER2-Negative Breast Cancer > Chemotherapy Regimens Useful in Certain Circumstances",,1,209,"Nelli F, Moscetti L, Natoli G, et al. Gemcitabine and carboplatin for pretreated metastatic breast cancer: the predictive value of immunohistochemically defined subtypes. Int J Clin Oncol 2013;18:343- 349.",https://www.ncbi.nlm.nih.gov/pubmed/22350024,The combination regimen options include doxorubicin/cyclophosphamide (AC) ; epirubicin/cyclophosphamide (EC) ; docetaxel/capecitabine ; gemcitabine/paclitaxel (GT) ; cyclophosphamide/methotrexate/fluorouracil (CMF) }; gemcitabine/ carboplatin
635,29878040,,2018,"systemic therapy, advanced/metastatic","Recurrent/Stage IV Breast Cancer > Endocrine-based Therapy for HR-Positive, HER2-Postive Breast Cancer > Chemotherapy for HR-Positive or -Negative and HER2-Negative Breast Cancer > Chemotherapy Regimens Useful in Certain Circumstances",,3,"209,210","Yardley DA, Coleman R, Conte P, et al. nab-Paclitaxel plus carboplatin or gemcitabine versus gemcitabine plus carboplatin as first- line treatment of patients with triple-negative metastatic breast cancer: results from the tnAcity trial. Ann Oncol 2018;29:1763-1770.",https://www.ncbi.nlm.nih.gov/pubmed/29878040,The combination regimen options include doxorubicin/cyclophosphamide (AC) ; epirubicin/cyclophosphamide (EC) ; docetaxel/capecitabine ; gemcitabine/paclitaxel (GT) ; cyclophosphamide/methotrexate/fluorouracil (CMF) }; gemcitabine/ carboplatin ; carboplatin with paclitaxel or albumin-bound paclitaxel
636,10618614,,2000,"systemic therapy, advanced/metastatic","Recurrent/Stage IV Breast Cancer > Endocrine-based Therapy for HR-Positive, HER2-Postive Breast Cancer > Chemotherapy for HR-Positive or -Negative and HER2-Negative Breast Cancer > Chemotherapy Regimens Useful in Certain Circumstances",,2,209,"Perez EA, Hillman DW, Stella PJ, et al. A phase II study of paclitaxel plus carboplatin as first-line chemotherapy for women with metastatic breast carcinoma. Cancer 2000;88:124-131.",https://www.ncbi.nlm.nih.gov/pubmed/10618614,The combination regimen options include doxorubicin/cyclophosphamide (AC) ; epirubicin/cyclophosphamide (EC) ; docetaxel/capecitabine ; gemcitabine/paclitaxel (GT) ; cyclophosphamide/methotrexate/fluorouracil (CMF) }; gemcitabine/ carboplatin ; carboplatin with paclitaxel or albumin-bound paclitaxel
637,15367413,,2004,"systemic therapy, advanced/metastatic","Recurrent/Stage IV Breast Cancer > Endocrine-based Therapy for HR-Positive, HER2-Postive Breast Cancer > Chemotherapy for HR-Positive or -Negative and HER2-Negative Breast Cancer > Chemotherapy Regimens Useful in Certain Circumstances",,2,209,"Fountzilas G, Kalofonos HP, Dafni U, et al. Paclitaxel and epirubicin versus paclitaxel and carboplatin as first-line chemotherapy in patients with advanced breast cancer: a phase III study conducted by the Hellenic Cooperative Oncology Group. Ann Oncol 2004;15:1517-1526.",https://www.ncbi.nlm.nih.gov/pubmed/15367413,The combination regimen options include doxorubicin/cyclophosphamide (AC) ; epirubicin/cyclophosphamide (EC) ; docetaxel/capecitabine ; gemcitabine/paclitaxel (GT) ; cyclophosphamide/methotrexate/fluorouracil (CMF) }; gemcitabine/ carboplatin ; carboplatin with paclitaxel or albumin-bound paclitaxel
638,18160686,,2007,"systemic therapy, advanced/metastatic","Recurrent/Stage IV Breast Cancer > Endocrine-based Therapy for HR-Positive, HER2-Postive Breast Cancer > Chemotherapy for HR-Positive or -Negative and HER2-Negative Breast Cancer > Chemotherapy Regimens Useful in Certain Circumstances",,1,209,"Miller K, Wang M, Gralow J, et al. Paclitaxel plus bevacizumab versus paclitaxel alone for metastatic breast cancer. N Engl J Med 2007;357:2666-2676.",http://www.ncbi.nlm.nih.gov/pubmed/18160686,The combination regimen options include doxorubicin/cyclophosphamide (AC) ; epirubicin/cyclophosphamide (EC) ; docetaxel/capecitabine ; gemcitabine/paclitaxel (GT) ; cyclophosphamide/methotrexate/fluorouracil (CMF) }; gemcitabine/ carboplatin ; carboplatin with paclitaxel or albumin-bound paclitaxel
639,,,2009,"systemic therapy, advanced/metastatic","Recurrent/Stage IV Breast Cancer > Endocrine-based Therapy for HR-Positive, HER2-Postive Breast Cancer > Chemotherapy for HR-Positive or -Negative and HER2-Negative Breast Cancer > Chemotherapy Regimens Useful in Certain Circumstances",,1,209,"Robert NJ, Dieras V, Glaspy J, et al. RIBBON-1: Randomized, double-blind, placebo-controlled, phase III trial of chemotherapy with or without bevacizumab (B) for first-line treatment of HER2-negative locally recurrent or metastatic breast cancer (MBC) [abstract]. J Clin Oncol 2009;27(Suppl):Abstract 1005.",http://meeting.ascopubs.org/cgi/content/abstract/27/15S/1005,The combination regimen options include doxorubicin/cyclophosphamide (AC) ; epirubicin/cyclophosphamide (EC) ; docetaxel/capecitabine ; gemcitabine/paclitaxel (GT) ; cyclophosphamide/methotrexate/fluorouracil (CMF) }; gemcitabine/ carboplatin ; carboplatin with paclitaxel or albumin-bound paclitaxel
640,21383283,,2011,"systemic therapy, advanced/metastatic","Recurrent/Stage IV Breast Cancer > Endocrine-based Therapy for HR-Positive, HER2-Postive Breast Cancer > Chemotherapy for HR-Positive or -Negative and HER2-Negative Breast Cancer > Chemotherapy Regimens Useful in Certain Circumstances",,1,209,"Robert NJ, Dieras V, Glaspy J, et al. RIBBON-1: randomized, double-blind, placebo-controlled, phase III trial of chemotherapy with or without bevacizumab for first-line treatment of human epidermal growth factor receptor 2-negative, locally recurrent or metastatic breast cancer. J Clin Oncol 2011;29:1252-1260.",http://www.ncbi.nlm.nih.gov/pubmed/21383283,The combination regimen options include doxorubicin/cyclophosphamide (AC) ; epirubicin/cyclophosphamide (EC) ; docetaxel/capecitabine ; gemcitabine/paclitaxel (GT) ; cyclophosphamide/methotrexate/fluorouracil (CMF) }; gemcitabine/ carboplatin ; carboplatin with paclitaxel or albumin-bound paclitaxel
641,19906761,,2010,"systemic therapy, advanced/metastatic","Recurrent/Stage IV Breast Cancer > Endocrine-based Therapy for HR-Positive, HER2-Postive Breast Cancer > Chemotherapy for HR-Positive or -Negative and HER2-Negative Breast Cancer > Chemotherapy Regimens Useful in Certain Circumstances",,1,209,"Mavroudis D, Papakotoulas P, Ardavanis A, et al. Randomized phase III trial comparing docetaxel plus epirubicin versus docetaxel plus capecitabine as first-line treatment in women with advanced breast cancer. Ann Oncol 2010;21:48-54.",http://www.ncbi.nlm.nih.gov/pubmed/19906761,"For first-line capecitabine/docetaxel, a phase III trial reported an ORR of 53% and time to progression of 11 months."
642,28724667,,2017,"systemic therapy, advanced/metastatic","Recurrent/Stage IV Breast Cancer > Endocrine-based Therapy for HR-Positive, HER2-Postive Breast Cancer > Therapy for Germline BRCA1/2 Pathogenic Variants",,1,210,"Sun J, Meng H, Yao L, et al. Germline Mutations in Cancer Susceptibility Genes in a Large Series of Unselected Breast Cancer Patients. Clin Cancer Res 2017;23:6113-6119.",https://www.ncbi.nlm.nih.gov/pubmed/28724667,"Therapy for Germline BRCA1/2 Pathogenic Variants About 5% of all patients with breast cancer carry the germline breast cancer susceptibility gene (BRCA) pathogenic variants (PVs), and rates of these mutations are higher among those with HER2-negative disease."
643,28578601,,2017,"systemic therapy, advanced/metastatic","Recurrent/Stage IV Breast Cancer > Endocrine-based Therapy for HR-Positive, HER2-Postive Breast Cancer > Therapy for Germline BRCA1/2 Pathogenic Variants",PARP Inhibitors:,2,210,"Robson M, Im SA, Senkus E, et al. Olaparib for Metastatic Breast Cancer in Patients with a Germline BRCA Mutation. N Engl J Med 2017;377:523-533.",https://www.ncbi.nlm.nih.gov/pubmed/28578601,"PARP Inhibitors:The phase III OlympiAD trial randomized patients (n = 302) with metastatic breast cancer harboring the germline BRCA PV to the PARP inhibitor, olaparib (n = 205) or physician's choice (n = 97) of non-platinum chemotherapy (capecitabine, eribulin, or vinorelbine)."
644,30689707,,2019,"systemic therapy, advanced/metastatic","Recurrent/Stage IV Breast Cancer > Endocrine-based Therapy for HR-Positive, HER2-Postive Breast Cancer > Therapy for Germline BRCA1/2 Pathogenic Variants",PARP Inhibitors:,2,210,"Robson ME, Tung N, Conte P, et al. OlympiAD final overall survival and tolerability results: Olaparib versus chemotherapy treatment of physician's choice in patients with a germline BRCA mutation and HER2- negative metastatic breast cancer. Ann Oncol 2019;30:558-566.",https://www.ncbi.nlm.nih.gov/pubmed/30689707,"The median OS with olaparib compared with treatment of physician's choice was 19.3 months versus 17.1 months, respectively (HR, 0.90; 95% CI, 0.66- 1.23; P = .513)."
645,30110579,,2018,"systemic therapy, advanced/metastatic","Recurrent/Stage IV Breast Cancer > Endocrine-based Therapy for HR-Positive, HER2-Postive Breast Cancer > Therapy for Germline BRCA1/2 Pathogenic Variants",PARP Inhibitors:,2,210,"Litton JK, Rugo HS, Ettl J, et al. Talazoparib in patients with advanced breast cancer and a germline BRCA mutation. N Engl J Med 2018;379:753-763.",https://www.ncbi.nlm.nih.gov/pubmed/30110579,"The phase III EMBRACA trial of patients with advanced breast cancer harboring the germline BRCA PVs and no prior exposure to a PARP inhibitor, were randomized to talazoparib (n = 287) or to physician's choice of single-agent chemotherapy (n = 144)."
646,29713086,,2018,"systemic therapy, advanced/metastatic","Recurrent/Stage IV Breast Cancer > Endocrine-based Therapy for HR-Positive, HER2-Postive Breast Cancer > Therapy for Germline BRCA1/2 Pathogenic Variants",Platinum therapies:,2,211,"Tutt A, Tovey H, Cheang MCU, et al. Carboplatin in BRCA1/2- mutated and triple-negative breast cancer BRCAness subgroups: the TNT Trial. Nat Med 2018;24:628-637.",https://www.ncbi.nlm.nih.gov/pubmed/29713086,"In the unselected population, carboplatin was not more active than docetaxel (ORR, 31.4% vs 34.0%; P = .66)."
